Class,Estate,Polarity (Pol),Quadratic (QIndex),Pogliani (Pog),Ramification (Ram),Maximal electrotopological positive variation (MEPV),Reciprocal hyper-distance-path index (RHDPI),Kier Hall electronegativity (KHE),reciprocal distance square Randic-type index (RDSR),E-state topological parameter (ETP),Mean Square Distance Balaban (MSDB),zagreb_combined,topo_combined,connectivity_combined
1.0,0.3139095827077903,0.32374100719424465,0.43181818181818177,0.266497461928934,0.34375,0.8566235316207265,0.24689287214453426,0.28169014084507044,0.19782889385130814,0.32157397373561464,0.30454586073386536,0.3653286794648051,0.38933727177445143,0.3050857150252386
1.0,0.2344437777371864,0.381294964028777,0.5681818181818182,0.266497461928934,0.34375,0.8805372066782995,0.29387766901465145,0.24413145539906106,0.24712327868959355,0.2503392218462394,0.09451564625499698,0.3484584060500291,0.4088715982739489,0.38894855048370625
1.0,0.17416993125189018,0.2517985611510792,0.40909090909090906,0.23604060913705582,0.3125,0.5612639198601503,0.24560260606627338,0.215962441314554,0.19769025274355204,0.17842603847605437,0.33930614639563195,0.21582315299592786,0.2725919052725853,0.2707804252190986
1.0,0.22870605604582006,0.2589928057553957,0.34090909090909094,0.23434854822335022,0.28125,0.6103338909627696,0.22579093524478527,0.21283256338028173,0.1782211357144885,0.23428311189764756,0.584862182288129,0.26481445607911575,0.2576762470800123,0.29369920185879983
1.0,0.22980274290721336,0.30935251798561153,0.40909090909090906,0.266497461928934,0.3125,0.6688837012081579,0.2722217193658378,0.2535211267605634,0.22136224344489958,0.23541382696177432,0.25509943124523415,0.2597440372309482,0.29795403527095715,0.3016586072402372
1.0,0.1278191813095355,0.26618705035971224,0.4545454545454546,0.16243654822335024,0.28125,0.733881038448899,0.19277835202889682,0.13615023474178406,0.15407005374974783,0.1309362255927713,0.1875080124137498,0.21146015125072715,0.31187488660978685,0.27354976216861426
1.0,0.5060913780817822,0.5818705035971214,0.6818181818181819,0.5440947654822311,0.5899999999999963,0.9225087594134982,0.5542921955891509,0.5154094738028163,0.5015829598894388,0.5168611634107485,0.06402649030596086,0.530223526585224,0.5757555368110224,0.5697543419111535
1.0,0.33741674200070165,0.3597122302158274,0.5227272727272727,0.31556682233502537,0.4375,0.7861043824039236,0.30757044307173936,0.32446533333333333,0.2527989322060887,0.34384895344328076,0.31441481705145935,0.32823886852821405,0.42574674323016054,0.36047209350734444
1.0,0.2755018367252954,0.30935251798561153,0.38636363636363635,0.23857868020304568,0.28125,0.7944667910621568,0.22360887143264785,0.24882629107981225,0.1772926217214075,0.2822252246464728,0.31835295399527497,0.3275159976730657,0.36255788815168144,0.28969843629380043
1.0,0.18311822388550697,0.2302158273381295,0.3181818181818182,0.18527918781725888,0.21875,0.7764800643608201,0.18109747639572749,0.17840375586854462,0.14053754563802826,0.18758479019697366,0.4518337287272849,0.24258289703315877,0.2362652352104284,0.2312263198369737
1.0,0.2642290571614565,0.28057553956834536,0.13636363636363635,0.30203045685279184,0.28125,0.7709623821827072,0.2717439418190671,0.31820553990610334,0.21576440142093933,0.27069200344828226,0.3255061253348581,0.2281688365328679,0.3096367982055969,0.2562729065319781
1.0,0.24404372649507577,0.2733812949640288,0.34090909090909094,0.22081218274111675,0.25,0.780748594708192,0.20741794409193942,0.22535211267605637,0.163360989741223,0.2499999979647219,0.363384712071833,0.29493891797556715,0.28100988898061874,0.26419612265119574
1.0,0.24138944000073748,0.38848920863309355,0.4772727272727273,0.3223350253807106,0.34375,0.8277773411432401,0.3375975097724412,0.2910798122065728,0.2839170863886623,0.24728630460593304,0.2919487730541004,0.2899941826643397,0.3816649361486744,0.3982538982581364
1.0,0.2549668469981544,0.32374100719424465,0.5227272727272727,0.2749576852791878,0.375,0.6930076758217458,0.2874919100760242,0.2587376338028169,0.2368468797141241,0.25938489758313404,0.3536663097203143,0.2732650465386853,0.34635247418604326,0.3638113297564578
1.0,0.5060913780817822,0.5818705035971214,0.6818181818181819,0.5440947654822311,0.5899999999999963,0.9146897233179438,0.5542921955891509,0.5154094738028163,0.5015829598894388,0.5168611634107485,0.06453604835515292,0.530223526585224,0.5757555368110224,0.5697543419111535
1.0,0.24470332562330827,0.30935251798561153,0.43181818181818177,0.28172588832487305,0.28125,0.6707945651218714,0.28594260537025046,0.26291079812206575,0.23624904798045188,0.2506784131633064,0.25652531874797835,0.2998836532867946,0.2559161969791023,0.3322587059187967
1.0,0.1427197640256304,0.26618705035971224,0.38636363636363635,0.1725888324873096,0.21875,0.7478792126940383,0.198846311312891,0.14553990610328638,0.15909668114266123,0.14620081179430344,0.19333364778654816,0.22658522396742292,0.26291383165026494,0.2697180525539373
1.0,0.13013572523579775,0.24460431654676262,0.38636363636363635,0.15989847715736039,0.21875,0.7355533665136453,0.18730452768954076,0.13041211267605635,0.14938263272262914,0.13331071135226785,0.20902134707801534,0.20431776032577076,0.25318138507482196,0.2671651967665638
1.0,0.38410920799985665,0.48201438848920863,0.6363636363636364,0.40186121827411164,0.53125,0.8557523203301789,0.42302208897668164,0.39019303286384976,0.36792953464205047,0.3916779902080814,0.10637338929881346,0.42256920011634674,0.5417541696758484,0.4766631986968396
1.0,0.5060913780817822,0.5818705035971214,0.5227272727272727,0.5440947654822311,0.5899999999999963,0.898163520470272,0.5542921955891509,0.5154094738028163,0.5015829598894388,0.5168611634107485,0.11825606484656581,0.530223526585224,0.5757555368110224,0.5654658465289818
1.0,0.14437670882366022,0.2517985611510792,0.36363636363636365,0.1979695431472081,0.21875,0.6164263353693662,0.21321381540154927,0.16431924882629112,0.16948657179527526,0.14789688235521542,0.49453525662828524,0.20564281559045955,0.20026992730958335,0.2769668776946994
1.0,0.364571563942513,0.4172661870503597,0.5909090909090909,0.3908629441624365,0.40625,0.8376432523663502,0.39367924274163857,0.37089201877934275,0.34109505071991725,0.37347356682082383,0.19062697276189855,0.4269924374636416,0.3775574082438387,0.4470028640857706
1.0,0.24404372649507577,0.28057553956834536,0.34090909090909094,0.22081218274111675,0.25,0.7911320592533166,0.20785089752186847,0.22535211267605637,0.16373592604322115,0.2499999979647219,0.3626632277391846,0.29377545084351364,0.2933098785242402,0.2721207546474198
1.0,0.2622542253185059,0.3381294964028777,0.4772727272727273,0.2766497461928934,0.3125,0.7376502153977755,0.2784396725360355,0.27230046948356806,0.2316397784150916,0.2788331160890994,0.17877953834951743,0.35136707388016286,0.3649405078347599,0.34561854861139407
1.0,0.26026351144112436,0.38848920863309355,0.43181818181818177,0.33502538071065985,0.3125,0.7787863644316189,0.35074202075951066,0.3051643192488263,0.29468430141977164,0.2666214471278737,0.2670798589899086,0.3074461896451425,0.297476691066801,0.3960457498369837
1.0,0.09437432671717001,0.2302158273381295,0.38636363636363635,0.15482233502538068,0.21875,0.09538711173296405,0.17837122364608854,0.12206572769953052,0.1430427290948824,0.11295792975022505,0.3388728242719363,0.18993600930773702,0.19901269602594637,0.24388980707476746
1.0,0.1526534858363604,0.2733812949640288,0.40909090909090906,0.18781725888324874,0.25,0.7588621542274645,0.21034772595474482,0.16431924882629112,0.16971766794797638,0.15637720259532484,0.191278694030649,0.24781849912739962,0.28873771140195204,0.2819545756962528
1.0,0.1602706637208281,0.2949640287769784,0.4772727272727273,0.18527918781725888,0.3125,0.7381253502524858,0.2153664813818162,0.15962441314553993,0.1738057398178152,0.16417910763684973,0.19503043653398144,0.24636416521233273,0.34269309234846024,0.30047040895925836
1.0,0.2867587302812145,0.41007194244604317,0.43181818181818177,0.3680203045685279,0.3125,0.8615099949914193,0.379872263086748,0.3380281690140845,0.32707885761432026,0.29375847840911395,0.21945949567897527,0.35282140779522975,0.34321335870222813,0.43302070252057845
1.0,0.15044422610565406,0.23741007194244607,0.43181818181818177,0.1793570152284264,0.28125,0.8050489501109204,0.18799625131317177,0.15336463849765258,0.14988612714272836,0.16429216733864904,0.4003641104517115,0.2186492321116928,0.2782437940495614,0.2611373413036495
1.0,0.27119457494816285,0.34532374100719426,0.4772727272727273,0.3028764670050761,0.34375,0.8036580405645402,0.31848037247044325,0.28221181220657277,0.2683462803591625,0.2821121486624482,0.17802083506267619,0.3027320855148342,0.3297103149386633,0.36275607854667047
1.0,0.22450608243773212,0.3525179856115108,0.5227272727272727,0.254653116751269,0.375,0.7680117215831084,0.27735040709762554,0.2399582910798122,0.22818572427140404,0.2281772774170347,0.2788201915163919,0.26713446480511926,0.4293883173463444,0.3814074817567351
1.0,0.1898532832996931,0.2949640287769784,0.4545454545454546,0.24534688324873094,0.25,0.14605625905294128,0.26817502771167795,0.20031297652582158,0.22228229966705287,0.19448214842464628,0.3064212525143022,0.29311112856311805,0.2146181660359893,0.34366320249886406
0.0,0.35132395253572357,0.41007194244604317,0.38636363636363635,0.40439928934010144,0.3125,0.8585957342388582,0.40187413732625227,0.39488786854460095,0.3454912590852898,0.35809590056471075,0.16926155497194584,0.35853376090750433,0.3680245679153027,0.44490632754631765
0.0,0.3231837053902878,0.4172661870503597,0.4772727272727273,0.3781725888324873,0.375,0.8318494019556355,0.38598770484822725,0.35680751173708924,0.33224507139526993,0.3310718842091503,0.17391764014809175,0.37143688190808605,0.3577136013344457,0.43690459542175797
0.0,0.5060913780817822,0.5818705035971214,0.6818181818181819,0.5440947654822311,0.5899999999999963,0.9322557388584694,0.5542921955891509,0.5154094738028163,0.5015829598894388,0.5168611634107485,0.07809171889057298,0.530223526585224,0.5757555368110224,0.5697543419111535
0.0,0.2993387955823229,0.4172661870503597,0.6818181818181819,0.3231810355329949,0.46875,0.9032561535990309,0.3495386969289363,0.30099115492957745,0.29670950637647847,0.3048394323062129,0.26671923669139197,0.3349288045375218,0.4803536032638837,0.45191681653462956
0.0,0.16390640987704397,0.37410071942446044,0.5681818181818182,0.2461928934010152,0.28125,0.9449993189034778,0.30307445383222914,0.18779342723004694,0.2572346930884467,0.16791045635796598,0.1282182183844014,0.2524723676556137,0.29538828506955994,0.40410691600893833
0.0,0.26523037234648933,0.3597122302158274,0.5,0.30541453807106594,0.375,0.7070928639492489,0.31775168291330563,0.28690664788732395,0.2651455281628274,0.2699004797012225,0.33957746717764703,0.2892627196044212,0.3780213402268251,0.40222660511508157
0.0,0.3506524329413182,0.3956834532374101,0.29545454545454547,0.39593908629441626,0.375,0.7423924239656976,0.371735514729236,0.4063641126760564,0.3081244291139367,0.35922661969939385,0.2981239429532323,0.3345614485165794,0.4057450488187462,0.37729382112775267
0.0,0.12715163917734323,0.3309352517985612,0.5681818181818182,0.18274111675126903,0.34375,0.8334593028420854,0.2311366473831033,0.14553990610328638,0.19082655604547957,0.13025779411196142,0.06225820041142227,0.2178592204770215,0.3688486599488071,0.3439806410627073
