ssO_Key,aasC_Cnt,Ring Count 4 (RNGCNT4),ALOGP4 (ALOGP4),ssssC_Avg,Total structure connectivity (TSC),Mean Square Distance Balaban (MSDB),Ring Count 3 (RNGCNT3),Ring bridge count (RNGBDGE),Molecule cyclized degree (MCD),tsc_combined,Maximal electrotopological positive variation (MEPV),topo_combined,zagreb_combined,connectivity_combined
0.0,0.30000000000000004,0.0,0.04963681439249395,0.8435177506425615,0.43089786756577836,0.34179550108549295,0.0,0.6341463414634146,0.6913580376223135,0.0,0.5244212730556713,0.31382339610428805,0.3242071695083058,0.35132188929212044
1.0,0.4,0.0,0.1990671965400137,0.6176527033239181,0.3631736533915146,0.2925868293928089,0.0,0.6585365853658536,0.6079182671302209,0.9458802735218715,0.787797708144424,0.5224721980492517,0.5255337874601644,0.4801241624818492
1.0,0.5,0.0,0.5337818867627941,0.7886664600106624,0.15730185097969845,0.04636600664055668,0.0,0.4390243902439024,0.5807407312768178,0.0,0.9988882337780263,0.8579257874151995,0.8832039643119673,0.9231292043252871
1.0,0.7000000000000001,0.0,0.1990671965400137,0.20143269329795077,0.2002504338588706,0.17992008053678243,0.0,0.5121951219512195,0.553086438394147,0.0,0.8853750223955593,0.7764599952981504,0.778397156051988,0.8263101020862351
1.0,0.6000000000000001,0.0,0.1990671965400137,0.9205628280068714,0.3087941256113013,0.3486922751850803,0.0,0.6341463414634146,0.5333333513086418,0.0,0.8068029652626499,0.6385653694955359,0.5499372231678226,0.5959419787176741
0.0,0.6000000000000001,0.0,0.04963681439249395,0.9239910467030246,0.3548499105643504,0.374554653636876,0.0,0.6341463414634146,0.6021505057427325,0.0,0.7365413274147878,0.5822658857295758,0.42760524550225193,0.5307831081099509
0.0,0.6000000000000001,0.0,0.04963681439249395,0.6960153540644022,0.3754323948473924,0.5777977131260104,0.5,0.5853658536585366,0.8376068056093706,0.0,0.5767933124674306,0.360250484012615,0.3724816719054818,0.43404790907229096
1.0,0.4,0.0,0.3772266826126651,0.6960153540644022,0.22740925467311573,0.24555196038704596,0.0,0.4878048780487805,0.5444444148312763,0.0,0.8731225596294451,0.5737717439743169,0.6303114006176709,0.6986572767501246
0.0,0.5,0.0,0.04963681439249395,0.9682123317145848,0.3334987079095196,0.4330233531856398,0.0,0.6341463414634146,0.5185185100685873,0.0,0.679921379455766,0.5042389265155875,0.45641347720966247,0.49855306888787165
1.0,0.6000000000000001,0.0,0.3664245378206279,0.6242404896163671,0.31578157092472586,0.21708617302666267,0.0,0.5365853658536586,0.7694145696836145,0.0,0.8199139954521156,0.592698206199912,0.5792940287661101,0.5780238503768531
0.0,0.9,0.0,0.5517088305727846,0.604208511618695,0.2800172497949352,0.048610651201641764,0.0,0.41463414634146334,0.8484848261728399,0.0,0.8901596283403492,0.6789049397353983,0.6933973980685257,0.6779364395971507
1.0,0.7000000000000001,0.0,0.04963681439249395,0.6960153540644022,0.11170055053551103,0.024091151795976318,0.0,0.2195121951219512,0.5703703714458161,0.0,0.9497629412502857,1.0,0.9996318441623684,1.0
1.0,0.6000000000000001,0.0,0.5337818867627941,0.6140837900341056,0.3411833053404721,0.16799934696018526,0.0,0.5365853658536586,0.8224776488188829,0.0,0.8440248852870237,0.5841182306117161,0.5255337874601644,0.5469630783679938
0.0,0.30000000000000004,0.0,0.04963681439249395,0.6960153540644022,0.31876625689166965,0.2877427315607801,0.0,0.6829268292682926,0.5028058436579789,0.0,0.7720608526711892,0.5352238517332051,0.5085279968429774,0.5171336113762388
1.0,0.4,0.0,0.1990671965400137,0.8308026884451206,0.36923554050385826,0.4137745611384853,0.5,0.5853658536585366,0.8065843616704772,0.0,0.6299964123592814,0.4650591234446667,0.4070418270307326,0.47068748960876305
1.0,0.5,0.0,0.3843514816306184,0.8962967841855224,0.2714358019479101,0.25652531874797835,0.0,0.5365853658536586,0.6814814940795609,0.0,0.7047589349339902,0.4444876004086097,0.5919112282562812,0.583161340735528
1.0,0.9,0.0,0.1990671965400137,0.6960153540644022,0.3524785440711978,0.49074983127107763,0.0,0.6585365853658536,0.5876543044974855,0.0,0.7220741931170436,0.4786876290967469,0.45305431790331074,0.5239761909983629
0.0,0.5,0.0,0.04963681439249395,0.9303741614278969,0.3631736533915146,0.3995958776741835,0.0,0.6341463414634146,0.6222222328230451,0.0,0.7021092118337898,0.5335367955756719,0.3459249081324863,0.5241113950246652
0.0,0.0,0.0,0.04963681439249395,0.6960153540644022,0.3754323948473924,0.38723810607186193,0.0,1.0,0.0,0.0,0.774817854536612,0.48906406223676824,0.3985084639282398,0.3943579096050389
1.0,0.8,0.0,0.5158548969834915,0.6960153540644022,0.1661659060950988,0.15744906202541697,0.0,0.2682926829268293,0.5291005187850286,0.0,0.9281437655938098,0.8803613967879231,0.9100548898624676,0.9884733590410911
1.0,0.5,0.0,0.3469101663993178,0.4299712385037257,0.4102408243250189,0.3013177008131891,0.0,0.6585365853658536,0.6529492145445314,0.0,0.8301692618756485,0.6521598761411305,0.5434809637885296,0.47301330684017306
0.0,0.6000000000000001,0.0,0.04963681439249395,0.20322353433676316,0.22393021843151378,0.26070504925757776,0.0,0.5365853658536586,0.5817524749640337,0.0,0.8430284121156417,0.5578045137275409,0.7175346492671136,0.677565079967009
1.0,0.5,0.0,0.1990671965400137,0.6960153540644022,0.1959111616348423,0.24920984639719612,0.0,0.5121951219512195,0.553086438394147,0.0,0.8562864383305242,0.7022568562538615,0.6828608899748012,0.7842564353674166
1.0,0.6000000000000001,0.0,0.5445840009086232,0.6960153540644022,0.20209430865760664,0.21672776828258256,0.0,0.5365853658536586,0.4949494793415641,0.0,0.8781409324292494,0.6631241690937821,0.7751349078091986,0.7660234420695806
0.0,0.8,0.0,0.04963681439249395,0.8212216204512743,0.2503309985443269,0.2489255798919836,0.0,0.5365853658536586,0.61158595595934,0.0,0.8047323383676751,0.681163712331283,0.6344644944590725,0.7071794818909029
1.0,0.6000000000000001,0.0,0.3121315622836541,0.7351327171713116,0.2800172497949352,0.18692755255648974,0.0,0.4390243902439024,0.8170594933516232,0.17179040695324393,0.8103906228462767,0.6073225711494947,0.5837435774238804,0.6972537634132654
0.0,0.5,0.0,0.11781484825516259,0.9569555617914223,0.2697153299830573,0.3570357338519934,0.5,0.5365853658536586,0.6710239712870169,0.0,0.695510834141696,0.4498314643462586,0.5452824475317362,0.5921137955000223
1.0,0.5,0.0,0.5142675153414841,0.5416437538644866,0.2880874626082948,0.11002600112543881,0.0,0.36585365853658536,0.874999985740741,0.0,0.7849698560836389,0.627624278478336,0.62317994003627,0.6435787155732068
0.0,0.5,0.0,0.21699414801155617,0.2017525014166613,0.1989811581237731,0.20835536154018608,0.0,0.3902439024390244,0.6270456268185158,0.0,0.8779090038678065,0.6575819834218876,0.8058550456983105,0.7811868459847724
0.0,0.6000000000000001,0.0,0.04963681439249395,0.8805116740580533,0.2714358019479101,0.31544478118641184,0.0,0.6341463414634146,0.49122807199480184,0.0,0.7850286477477743,0.5899007789931193,0.5566888950730915,0.606203270818128
0.0,0.6000000000000001,0.0,0.04963681439249395,0.9295810690171913,0.2800172497949352,0.3477738480448991,0.0,0.6341463414634146,0.49122807199480184,0.0,0.9420987749136043,0.7010774509513842,0.5296399892053735,0.6609491704394531
0.0,0.4,0.0,0.6104802284410031,0.6518835989525602,0.3870664002199971,0.20902134707801534,0.0,0.5609756097560976,0.9125925777207137,0.0,0.7749852910373395,0.439737647122137,0.38534269054719184,0.46891296320866843
0.0,0.4,0.0,0.3479650088828187,0.8079820926385405,0.40324864980119407,0.31113565337874083,0.0,0.5365853658536586,0.9074073926200278,0.0,0.6712868808195925,0.40923835805766257,0.35767017685180275,0.43345802892119134
0.0,1.0,0.0,0.5517088305727846,0.6428269940156444,0.2487538438227775,0.042902726015695336,0.0,0.36585365853658536,0.7567567239639645,0.9414885375330575,0.9338131304290774,0.7689926853769571,0.7109517625765897,0.7759502729235339
0.0,0.4,0.0,0.04963681439249395,0.8451678945293521,0.31578157092472586,0.3466926404222894,0.0,0.5121951219512195,0.7129629513443075,0.0,0.8021900458184047,0.6872273687969634,0.4824204273147876,0.63719424114851
1.0,0.8,0.0,0.1990671965400137,0.6960153540644022,0.1989811581237731,0.1555489774766592,0.0,0.5121951219512195,0.553086438394147,0.0,0.8839401921001939,0.712164171546672,0.7805914516154959,0.8201304799975302
0.0,0.4,0.0,0.04963681439249395,0.6960153540644022,0.40324864980119407,0.4370806387299957,0.0,0.6341463414634146,0.7179487245963913,0.0,0.6674376290011973,0.3772297607582509,0.29765041122104935,0.4456404013849018
1.0,0.5,0.0,0.49634057153149364,0.3204732929904279,0.3357083575751551,0.39896992798402064,0.0,0.6341463414634146,0.5656565715226337,0.0,0.8398730064975312,0.7560840575055823,0.7921406984263853,0.5582428543090914
1.0,0.7000000000000001,0.0,0.5158548969834915,0.5143971920128276,0.25584126759982123,0.06884397748475024,0.0,0.2195121951219512,0.9150326739772454,0.0,0.8363670602199103,0.7119627849187639,0.7339918659934237,0.7372408789565628
0.0,0.4,0.0,0.21699414801155617,0.7691717343246339,0.4102408243250189,0.4401470969785102,0.0,0.6341463414634146,0.7179487245963913,0.0,0.6425588215406219,0.4572666304071795,0.4101775083054189,0.4201156180106122
1.0,0.8,0.0,0.3664245378206279,0.6116789266174745,0.32602969596830017,0.11709778222380796,0.0,0.5365853658536586,0.7694145696836145,0.0,0.8741566587912708,0.7327768307989811,0.6023341321829442,0.6082960162445828
1.0,0.4,0.0,0.04963681439249395,0.7932970937857742,0.18748115936149606,0.05116395536674245,0.0,0.5609756097560976,0.4854215876449816,0.0,0.9832227850477491,0.8394623378646989,0.7789749250453376,0.8360598838049241
1.0,0.8,0.0,0.1990671965400137,0.6960153540644022,0.18052545148349236,0.14120853240629172,0.0,0.5121951219512195,0.5185185100685873,0.0,0.9084761831072753,0.7517949516563991,0.813505885068116,0.857366184579317
1.0,0.6000000000000001,1.0,0.6468462448448825,0.9259354022905608,0.2002504338588706,0.16859497009507973,0.0,0.4390243902439024,0.5788113861230737,0.0,0.7569820557013676,0.6758495433408314,0.683035468129834,0.7888083299437109
0.0,0.5,0.0,0.7190661488687428,0.6190470135075533,0.3548499105643504,0.15728682094812196,0.0,0.5609756097560976,0.8148147852400555,0.0,0.8496727808771839,0.5808395340498322,0.5249852135692873,0.5245952879034924
1.0,0.6000000000000001,0.0,0.3664245378206279,0.6960153540644022,0.20655724234421197,0.18991118215010117,0.0,0.2682926829268293,0.6172839351257434,0.0,0.8906509080811015,0.7256123179627413,0.6670366397467407,0.8453970880964732
0.0,0.6000000000000001,0.0,0.3843514816306184,0.6960153540644022,0.20787052190420635,0.16979760380657005,0.0,0.6341463414634146,0.41481481842524004,0.0,0.8689120578266037,0.6266347020627486,0.7062807820677669,0.733359355729843
1.0,0.7000000000000001,1.0,0.4794889112258203,0.927764631560414,0.20787052190420635,0.2090521531045133,0.0,0.4390243902439024,0.5925926125651574,0.0,0.6895568711043965,0.6505377861233076,0.6468295748747352,0.7696519171421083
1.0,0.5,0.0,0.34849757868753345,0.7579405224439971,0.3780096667277401,0.19503043653398144,0.0,0.5121951219512195,0.7681755489630652,0.0,0.781583820515141,0.5952058997930936,0.4591563466640475,0.5273683530894674
1.0,0.9,0.0,0.34849757868753345,0.6960153540644022,0.1478031949437057,0.1319347197523626,0.0,0.5121951219512195,0.46090534804450545,0.0,0.9092498854549156,0.8256217613834143,0.9845765299571503,0.9434619486150905
0.0,0.30000000000000004,0.0,0.21699414801155617,0.6960153540644022,0.38440555432460627,0.3991690883459902,0.0,0.6097560975609756,0.5761317032037797,0.0,0.6843257790677193,0.33504624662684945,0.36848589259876713,0.4116473315680461
0.0,0.5,0.0,0.16270119392692797,0.7164822549858362,0.2800172497949352,0.18692755255648974,0.0,0.4390243902439024,0.8170594933516232,0.17049910646185903,0.8000152096025197,0.6398788562410186,0.5727720996063405,0.6918253359561226
1.0,0.5,0.0,0.1990671965400137,0.6960153540644022,0.3548499105643504,0.43096959810781477,0.0,0.6341463414634146,0.6222222328230451,0.0,0.6936445614045893,0.45906578122305414,0.3799364893668601,0.5191343555741397
1.0,0.7000000000000001,0.0,0.8287770609503708,0.7135401366991987,0.3039486800866142,0.20945922417839147,0.0,0.3414634146341463,0.8296296264801098,0.0,0.20333577695955082,0.4664669993090196,0.5376024130594583,0.5903335438922278
0.0,0.4,0.0,0.21699414801155617,0.6960153540644022,0.36072964918236944,0.6164875651833643,0.0,0.6097560975609756,0.5363984386660996,0.0,0.6347113655292923,0.3963316147506771,0.4319646908984456,0.4695030081083642
0.0,0.6000000000000001,0.0,0.3300585214167486,0.6170514957844387,0.3334987079095196,0.16238138256368106,0.0,0.5609756097560976,0.7604938320512117,0.0,0.8186036463021841,0.6327395703914201,0.5327262055723196,0.5909803911078371
1.0,0.4,0.0,0.5445840009086232,0.6960153540644022,0.21111091775537344,0.1960293549068215,0.0,0.5365853658536586,0.506459936931764,0.0,0.8749829633191858,0.7272974427269518,0.7071669209023952,0.7956894168992692
0.0,0.5,0.0,0.21699414801155617,0.6960153540644022,0.3389281739716897,0.584862182288129,0.0,0.6097560975609756,0.5017920881189438,0.16731559702531285,0.6497991009907924,0.4475445403568706,0.4934049666766692,0.5154839204447849
0.0,0.2,0.0,0.04963681439249395,0.6960153540644022,0.852348176736061,0.6235979437157115,0.0,0.7317073170731707,0.8484848261728399,0.0,0.01844236825357261,0.05863725611230332,0.0706102588810793,0.08047276072730118
1.0,0.5,0.0,0.37639158876449086,0.9443044458675478,0.2926376650055686,0.21906806735396067,0.0,0.6341463414634146,0.5185185100685873,0.0,0.7132773175037342,0.5796611992087456,0.5403452825138432,0.5729415399354335
0.0,0.5,0.0,0.443122910145045,0.6321842055364988,0.3780096667277401,0.18546031066019775,0.0,0.5609756097560976,0.877492877551968,0.0,0.7772992641519959,0.5104951741748656,0.4440400968710306,0.4992764401454083
1.0,0.9,0.0,0.1990671965400137,0.6960153540644022,0.25584126759982123,0.3383704582911873,0.0,0.5365853658536586,0.6625514410547173,0.0,0.2642880094542662,0.43872392288667755,0.5275723209530967,0.6248771014879784
1.0,0.5,0.0,0.21699414801155617,0.7900479681477713,0.15125803092896223,0.06273107891155472,0.0,0.4390243902439024,0.5693536810920141,0.0,0.9999999999999999,0.8568699480586658,0.8886897032207373,0.9363861991664761
0.0,0.6000000000000001,0.0,0.04963681439249395,0.6960153540644022,0.20977864745986546,0.193261966837732,0.0,0.6341463414634146,0.40579708672034376,0.0,0.8825594818421809,0.7237123588618771,0.726198227354084,0.739380571008564
1.0,0.6000000000000001,1.0,0.6468462448448825,0.928135594139615,0.20787052190420635,0.186572384243209,0.0,0.4390243902439024,0.5925926125651574,0.0,0.7390628590522538,0.6577894073799955,0.6468295748747352,0.7646696376775517
1.0,0.9,0.0,0.1990671965400137,0.6960153540644022,0.14880079970947885,0.13687501149981762,0.0,0.3902439024390244,0.6100218033922373,0.0,0.9246155405473071,0.7506103645523152,0.8935976731361576,0.9492578910080888
1.0,0.7000000000000001,0.0,0.9075184627391281,0.6960153540644022,0.1977190500981884,0.16879742682175225,0.0,0.5365853658536586,0.4839506128541382,0.17696415369115992,0.8959579267018114,0.7115559141312635,0.8113407846070804,0.7981004774338801
1.0,0.5,0.0,0.20986933367049881,0.6960153540644022,0.2542274984446256,0.33957746717764703,0.0,0.5365853658536586,0.6276803142155801,0.0,0.7449990631617465,0.6565657055086234,0.5455486320408066,0.7059649668765562
1.0,0.5,1.0,0.3664245378206279,0.9272913344766058,0.28181120925577413,0.28109827919573727,0.0,0.5365853658536586,0.5629629819368996,0.0,0.6121048744391351,0.5462608039788266,0.4897207224825837,0.5865940263259749
1.0,0.7000000000000001,0.0,0.1990671965400137,0.6960153540644022,0.1989811581237731,0.16886119649528109,0.0,0.3414634146341463,0.6270456268185158,0.0,0.9053037268946607,0.7357113659187013,0.6774595436734036,0.8676504797995326
1.0,0.8,0.0,0.1990671965400137,0.6960153540644022,0.2487538438227775,0.2170743660476353,0.0,0.6341463414634146,0.45528454517314076,0.0,0.8215555747465159,0.6432334625041561,0.7042552717190042,0.6718115316294337
0.0,0.5,0.0,0.3843514816306184,0.7980684387839022,0.4278065896300462,0.3772366358932042,0.0,0.6585365853658536,0.7051851840636489,0.9364000403483727,0.625148022687079,0.46708825955830524,0.35026105010979547,0.45751256814742797
1.0,0.9,0.0,0.49406239371224636,0.6870610849112748,0.3208555333738346,0.15221719183649873,0.0,0.3414634146341463,0.8582375578657584,0.0,0.8372629331972109,0.5503473062482006,0.5478695549155456,0.6185993478159614
0.0,0.5,0.0,0.04963681439249395,0.9254876888329044,0.3780096667277401,0.3772118831909792,0.0,0.7560975609756098,0.401433670495155,0.0,0.6816358327549651,0.5168728420543381,0.4437962777194916,0.42249258424993713
1.0,0.6000000000000001,0.0,0.3664245378206279,0.4560665243867409,0.26148081405524287,0.11082462039213925,0.0,0.3414634146341463,0.8296296264801098,0.0,0.837423050253809,0.672257802562744,0.7186317970488677,0.6923275742506723
0.0,0.5,0.0,0.37639158876449086,0.9501247208170805,0.31080459423577983,0.25509943124523415,0.0,0.6341463414634146,0.5490196251270877,0.0,0.7047415639029919,0.5175009465323703,0.4898764845531594,0.5294538102656132
0.0,0.5,0.0,0.37639158876449086,0.9186440688373,0.286248021444309,0.17720399588925329,0.0,0.6341463414634146,0.5045044999265934,0.0,0.7164994751030979,0.6255047367070321,0.5825854721113722,0.5948038958015724
0.0,0.6000000000000001,0.0,0.04963681439249395,0.6960153540644022,0.36072964918236944,0.5818584149028769,0.5,0.5853658536585366,0.8065843616704772,0.0,0.5801751654964264,0.3635900467810411,0.3749197866205289,0.4677522102908461
1.0,0.7000000000000001,0.0,0.26724522580575105,0.9746849891309882,0.2002504338588706,0.15582491316925862,0.5,0.2682926829268293,0.7654320675262923,0.0,0.8709677253968261,0.5432959207083238,0.629762826726794,0.751587893832511
0.0,0.6000000000000001,0.0,0.04963681439249395,0.793002879526666,0.2756892463925639,0.3024789801311316,0.0,0.6341463414634146,0.49122807199480184,0.0,0.778910536900082,0.6484198629520652,0.5956376413253585,0.6062698107588911
0.0,0.5,0.0,0.5928091804688173,0.2577806298972736,0.2714358019479101,0.2244052414116664,0.0,0.5609756097560976,0.46393760280990576,0.0,0.8309091160104606,0.648124409604483,0.614922120113426,0.643386772983784
0.0,0.4,0.0,0.04963681439249395,0.8479053425275939,0.42038878617019276,0.3278282044995138,0.0,0.6341463414634146,0.6637036825174215,0.0,0.5335478609563717,0.3570511366771155,0.3412129601254928,0.3734394870292409
1.0,0.4,0.0,0.1990671965400137,0.17551650558981113,0.4354139679224311,0.34550738754287,0.0,0.7560975609756098,0.46090534804450545,0.0,0.7786188553650213,0.4916942783311953,0.4623208390394827,0.4149251645990376
1.0,0.4,0.0,0.1990671965400137,0.8252894170094094,0.4613669878724204,0.42212269464988617,0.0,0.6341463414634146,0.8484848261728399,0.0,0.07329686291559143,0.26485649175549003,0.2584392491623426,0.3499757745472952
0.0,0.2,0.0,0.11781484825516259,0.6960153540644022,0.4663620685699302,0.4803744934011871,0.5,0.6829268292682926,0.5656565715226337,0.0,0.6108078824314859,0.3019798994704899,0.26754829667739943,0.32995807858460924
0.0,0.5,0.0,0.04963681439249395,0.6960153540644022,0.290764749899218,0.36781047125608946,0.0,0.5121951219512195,0.6913580376223135,0.0,0.7754739904210601,0.46743701503892254,0.43556766935633645,0.5676121928531661
0.0,0.5,0.0,0.3843514816306184,0.9267924537666459,0.2714358019479101,0.25652531874797835,0.0,0.5365853658536586,0.6814814940795609,0.0,0.7068455667885937,0.4444876004086097,0.5633853859306772,0.583161340735528
1.0,0.7000000000000001,0.0,0.5142675153414841,0.5311033126817613,0.2756892463925639,0.05817963833125539,0.0,0.36585365853658536,0.8235293806535954,0.0,0.9084074241816644,0.783705227407266,0.6835230680327399,0.7033132231259732
1.0,0.7000000000000001,0.0,0.3664245378206279,0.638401029249747,0.3334987079095196,0.14845909633937504,0.0,0.5365853658536586,0.7950616981545502,0.0,0.8297617678455745,0.6551944774873552,0.5447338736408592,0.5773313643085044
0.0,0.4,0.0,0.3843514816306184,0.6530988211947704,0.3717560249124459,0.19333364778654816,0.0,0.5365853658536586,0.917378876901974,0.0,0.7900539520948991,0.4566414299834339,0.4119789920486256,0.47339358862840697
0.0,0.2,0.0,0.04963681439249395,0.6960153540644022,0.290764749899218,0.2778271466661135,0.0,0.7560975609756098,0.3363363160004453,0.0,0.8396913527355112,0.48398022976108207,0.49042505844403633,0.5102858134651734
0.0,0.30000000000000004,0.0,0.357128194464582,0.7297473664247218,0.3490939073028209,0.24108556601608622,0.0,0.5609756097560976,0.8148147852400555,0.0,0.8051197966843262,0.5121022176961223,0.45531632942790845,0.499292981085531
1.0,0.6000000000000001,0.0,0.1990671965400137,0.7197057931601433,0.2655632679863604,0.2680924422927906,0.0,0.6341463414634146,0.4786324692371005,0.0,0.7764859794647899,0.6623279481440025,0.6444607176134113,0.6351231780080933
1.0,0.5,0.0,0.7652440851109801,0.6277326545860868,0.3936721465283773,0.4062367939389082,0.0,0.6341463414634146,0.6913580376223135,0.15041782594474254,0.828273137949351,0.48752121037670537,0.5101737185156082,0.4429111344968998
1.0,0.6000000000000001,0.0,0.3664245378206279,0.5471698171132737,0.2800172497949352,0.3312783595994666,0.0,0.6341463414634146,0.49122807199480184,0.0,0.8501445983171868,0.6941351738247795,0.6630988666432475,0.6496211862658182
1.0,0.6000000000000001,0.0,0.5127667092374165,0.6960153540644022,0.2191146260474786,0.2670798589899086,0.0,0.2195121951219512,0.7588075891157282,0.0,0.8205359458221624,0.516671872083864,0.5798426026569872,0.6951166857430328
0.0,0.6000000000000001,0.0,0.5517088305727846,0.6960153540644022,0.3087941256113013,0.46608157591644783,0.0,0.5121951219512195,0.7359617361546977,0.0,0.6811671522195887,0.40722057375780885,0.47945358062649635,0.5260477798083593
0.0,0.5,0.0,0.5517088305727846,0.6574096609221661,0.3411833053404721,0.15299980875091324,0.0,0.5365853658536586,0.8224776488188829,0.0,0.8333068917008737,0.5588724337481837,0.4860364673170204,0.5359776613562984
0.0,0.2,0.0,0.04963681439249395,0.6960153540644022,0.689817888083162,0.8185844486982863,0.0,0.7560975609756098,0.8888888877366257,0.0,0.5308229364705205,0.026021265931640423,0.0768003447227796,0.10101643003291419
0.0,0.4,0.0,0.7309881673979123,0.25604093052713867,0.2503309985443269,0.1917093191286785,0.0,0.3902439024390244,0.5052231665815484,0.0,0.8498871022965273,0.7197738444276542,0.6758138220007726,0.7298110457208131
1.0,0.5,0.0,0.37639158876449086,0.9317684818449825,0.31080459423577983,0.25509943124523415,0.0,0.6341463414634146,0.5490196251270877,0.0,0.7027457336317807,0.5175009465323703,0.5162080313152553,0.5294538102656132
1.0,0.7000000000000001,1.0,0.6468462448448825,0.9204477144810013,0.20787052190420635,0.18282519671655706,0.0,0.4390243902439024,0.5925926125651574,0.0,0.9227112201927905,0.6745769124383707,0.686326911475096,0.7706826174661926
1.0,0.6000000000000001,1.0,0.1990671965400137,0.9264598666266726,0.286248021444309,0.33731855834748314,0.0,0.5609756097560976,0.6518518634513031,0.0,0.8412403764783409,0.6163484182220001,0.5236056764057266,0.6261525742588953
0.0,0.5,0.0,0.04963681439249395,0.9296066526433431,0.3936721465283773,0.49988339859036657,0.0,0.7560975609756098,0.4291187841180643,0.0,0.6644885001599198,0.37389486647427495,0.40649325313985557,0.3725166016005946
1.0,0.7000000000000001,0.0,0.3181800817955263,0.6336168898801804,0.3411833053404721,0.34601233068147774,0.0,0.5121951219512195,0.7867177294016371,0.0,0.8710262640847817,0.5298813104127429,0.5237323037169577,0.5323539409748174
0.0,0.2,0.0,0.04963681439249395,0.8025327828265714,0.40324864980119407,0.6785276661192503,0.0,0.7804878048780488,0.4074073874348426,0.0,0.7227328250331303,0.4006332731555301,0.3582187507426798,0.3794410117471063
1.0,0.5,0.0,0.04963681439249395,0.9485385359956695,0.25191864620145205,0.24536910204688067,0.0,0.4878048780487805,0.7007007041367294,0.0,0.7153319394390811,0.46015571384431103,0.567225403166816,0.6349699174580341
0.0,0.4,0.0,0.04963681439249395,0.6960153540644022,0.25584126759982123,0.25187330907728334,0.0,0.5365853658536586,0.6625514410547173,0.0,0.8406195392034841,0.3933564711407631,0.4931679278984215,0.5856976261092848
0.0,0.5,0.0,0.4445696256917803,0.6960153540644022,0.22740925467311573,0.1829708361025293,0.5,0.5853658536585366,0.5311652906032323,0.0,0.8613742277940064,0.6156219309575865,0.6159348752878073,0.687475626573119
0.0,0.7000000000000001,0.0,0.04963681439249395,0.6960153540644022,0.31578157092472586,0.31864111620422775,0.0,0.5365853658536586,0.7950616981545502,0.0,0.6024961814004618,0.35230306705447556,0.45202488608264657,0.4976371560491548
0.0,0.30000000000000004,0.0,0.3843514816306184,0.6960153540644022,0.0,0.08528061083675698,0.0,0.3414634146341463,0.2565864787815537,0.0,0.9689329027264999,1.0,1.0,1.0
1.0,0.6000000000000001,0.0,0.04963681439249395,0.891397506985641,0.28181120925577413,0.34465662577995726,0.0,0.6341463414634146,0.5045044999265934,0.0,0.775907844569047,0.571994390225888,0.5544945995095836,0.5766320511307368
