Estate,Polarity (Pol),Quadratic (QIndex),Pogliani (Pog),Ramification (Ram),Maximal electrotopological positive variation (MEPV),Reciprocal hyper-distance-path index (RHDPI),Kier Hall electronegativity (KHE),reciprocal distance square Randic-type index (RDSR),E-state topological parameter (ETP),Mean Square Distance Balaban (MSDB),zagreb_combined,topo_combined,connectivity_combined
0.26291779793546266,0.381294964028777,0.43181818181818177,0.32741116751269034,0.3125,0.8286973256677026,0.3377027141784237,0.3004694835680751,0.2853743437356414,0.26933514048666257,0.24555196038704596,0.33420593368237345,0.3303522584589293,0.3980630169362058
0.19172877395104765,0.2877697841726619,0.38636363636363635,0.23350253807106597,0.3125,0.6453263892968444,0.24458855404984492,0.2112676056338028,0.1959738642208261,0.19640435060082595,0.4330233531856398,0.24200116346713202,0.29031835381699583,0.2840527756719953
0.22550342810752944,0.3309352517985612,0.43181818181818177,0.24111675126903553,0.28125,0.7781960594364363,0.253813186710514,0.22535211267605637,0.20805815319175403,0.23100407932429873,0.21708617302666267,0.3071553228621291,0.3412492738775604,0.32933159848041504
0.2698753727182092,0.381294964028777,0.5454545454545454,0.26903553299492383,0.34375,0.8448675335293974,0.2950583318360933,0.24882629107981225,0.24884490771352175,0.27645861404737754,0.048610651201641764,0.36765561372891215,0.39088327802100914,0.386257230000265
0.4870861417786075,0.5818705035971214,0.6818181818181819,0.5440947654822311,0.5899999999999963,0.9014381781252285,0.5542921955891509,0.5154094738028163,0.5015829598894388,0.49717325508052446,0.024091151795976318,0.530028321698662,0.5757555368110224,0.5697543419111535
0.18974202958890168,0.3165467625899281,0.43181818181818177,0.21319796954314718,0.28125,0.8010801662611835,0.2349612317066363,0.19248826291079812,0.1910918066672505,0.19436907244062168,0.16799934696018526,0.2786503781268179,0.33630930542695325,0.31163458876525507
0.2523125605038161,0.28057553956834536,0.36363636363636365,0.26903553299492383,0.3125,0.7327777261108395,0.2561314070788611,0.26760563380281693,0.20777974327345144,0.2584803344870566,0.2877427315607801,0.2696335078534031,0.3081580960687146,0.2946391204298071
0.13940587442957098,0.2589928057553957,0.43181818181818177,0.18274111675126903,0.28125,0.5979416478758193,0.19825480442185306,0.15492957746478875,0.15947744667305364,0.14280868695470472,0.4137745611384853,0.21582315299592786,0.2677603652677476,0.26817624088785375
0.2526503030718922,0.30935251798561153,0.43181818181818177,0.28680203045685276,0.28125,0.6689001883860157,0.28594260537025046,0.27230046948356806,0.23624904798045188,0.25881952580412354,0.25652531874797835,0.3138452588714369,0.2559161969791023,0.3322587059187967
0.19691814625148424,0.26618705035971224,0.34090909090909094,0.221658192893401,0.28125,0.6853344311979663,0.2195888369877408,0.19770476995305164,0.17346835767712254,0.20171866133437905,0.49074983127107763,0.24022005817335662,0.2756070528553931,0.2985377098793851
0.18245067777982588,0.26618705035971224,0.40909090909090906,0.20769882233502535,0.3125,0.6663852854978944,0.22545519815017584,0.185967661971831,0.17867118863102982,0.18509724473567774,0.3995958776741835,0.1834175247236765,0.30718676414510376,0.2986147429604147
0.2450251861569534,0.2517985611510792,0.11363636363636365,0.2715736040609137,0.25,0.7353944493274591,0.23752640252185087,0.2900365258215963,0.18476536084559758,0.251017637044824,0.38723810607186193,0.21129856311809186,0.28158134168810983,0.22468713126447717
0.40497399729111383,0.5467625899280576,0.6590909090909091,0.445008426395939,0.5,0.8809190048979723,0.45765494300470455,0.4324465539906103,0.40407960647033336,0.41304841089022637,0.15744906202541697,0.4825325130890052,0.5068729485953322,0.5631869881771642
0.2282610292821881,0.2733812949640288,0.40909090909090906,0.2123519390862944,0.3125,0.7879295289997452,0.20268745627072515,0.21439748356807514,0.1594346934702073,0.23383084866711223,0.3013177008131891,0.2881663932518906,0.37548465957424654,0.2695013853539413
0.331460482402988,0.36690647482014394,0.4772727272727273,0.35532994923857864,0.34375,0.8001343945099939,0.34638036965362007,0.3427230046948357,0.29270739696860787,0.3395522370137103,0.26070504925757776,0.38045375218150085,0.3211590372368116,0.3860456462385813
0.33212008153122047,0.4244604316546763,0.5,0.3815566700507614,0.375,0.8127178408391877,0.39270946065611967,0.3620240187793427,0.33628860729682175,0.3384215178790272,0.24920984639719612,0.3620689092495637,0.404328273251663,0.44683350922234955
0.33974123290441244,0.4172661870503597,0.4772727272727273,0.38578680203045684,0.375,0.8334603593020258,0.3816606817039421,0.37089201877934275,0.32843904960200554,0.3480325898182703,0.21672776828258256,0.4109947643979057,0.3817974119489537,0.4364451821248705
0.29007261987727406,0.37410071942446044,0.5454545454545454,0.31556682233502537,0.40625,0.7637868582466063,0.3347589304616758,0.2952529765258216,0.28129860196910605,0.29534145670377604,0.2489255798919836,0.3364080017452007,0.39218377884948674,0.4029185803178218
0.20828232797644802,0.3597122302158274,0.5454545454545454,0.2512690355329949,0.34375,0.7691572442978776,0.2848430701737851,0.21491915492957753,0.23916646485070886,0.21336499108104479,0.18692755255648974,0.30951457824316464,0.3496693329696277,0.3972633591186001
0.21953525201713164,0.28057553956834536,0.5454545454545454,0.26903553299492383,0.34375,0.6601226389921115,0.2752066946838252,0.23943661971830987,0.23005343226634534,0.23100407932429873,0.3570357338519934,0.28912158231529955,0.25899295622916846,0.3373594058916305
0.2198729945852077,0.3525179856115108,0.5454545454545454,0.2512690355329949,0.3125,0.7450299082208429,0.279023710905722,0.22535211267605637,0.23363160834436314,0.22523743616075287,0.11002600112543881,0.3304246655031995,0.361358153370925,0.3666817675594378
0.3480180099171126,0.4172661870503597,0.5909090909090909,0.3781725888324873,0.40625,0.8332402314671714,0.382719912862575,0.35680751173708924,0.3305021155215123,0.35651286121170384,0.20835536154018608,0.427283304246655,0.37860646786232577,0.44508459734370365
0.2854355585360253,0.34532374100719426,0.43181818181818177,0.30541453807106594,0.34375,0.7450857085140585,0.30863612530098905,0.29629631924882627,0.25374614450646577,0.2905924851847829,0.31544478118641184,0.29516954915648635,0.33963863967442376,0.3453869456293712
0.2728515197461926,0.3597122302158274,0.4772727272727273,0.30541453807106594,0.40625,0.8941639712265133,0.3145909137562258,0.29629631924882627,0.25957699811948426,0.27770240102497257,0.3477738480448991,0.28082758289703313,0.4036492241186174,0.37657865964045345
0.13013572523579775,0.24460431654676262,0.38636363636363635,0.15989847715736039,0.21875,0.7355533665136453,0.18730452768954076,0.13041211267605635,0.14938263272262914,0.13331071135226785,0.20902134707801534,0.20431776032577076,0.25318138507482196,0.2671651967665638
0.11755168644596507,0.2302158273381295,0.38636363636363635,0.15228426395939088,0.21875,0.6371312214485698,0.17275858438987945,0.1267605633802817,0.13636172024884838,0.12042062719245762,0.31113565337874083,0.18964514252472364,0.23562125052715097,0.24696459401409918
0.26789260184478747,0.4388489208633094,0.5909090909090909,0.2969543147208122,0.40625,0.8862999075277413,0.3436356339372278,0.26291079812206575,0.2951494290692018,0.27442333588717327,0.042902726015695336,0.37696335078534027,0.44275179637295964,0.442101037105328
0.21920942196825094,0.3309352517985612,0.5,0.24196276142131978,0.34375,0.7613739197497023,0.26284586754850586,0.2258737840375587,0.214713083910761,0.22274989069945694,0.3466926404222894,0.25579066026759745,0.3956749626329222,0.36304418553514617
0.369212598772486,0.4388489208633094,0.5227272727272727,0.3967850964467005,0.40625,0.8389645476054455,0.39885620526361126,0.39019303286384976,0.34465121171772617,0.37641340400654927,0.1555489774766592,0.41388795229784753,0.41003246488643125,0.4672729019122712
0.16291303769597099,0.2086330935251799,0.3181818181818182,0.16962775634517768,0.21875,0.63347782290498,0.1788305355444163,0.15310381220657276,0.13868376808932084,0.16508367073292718,0.4370806387299957,0.1578212507271669,0.2171921234064603,0.25390555362007705
0.36324839219732374,0.3525179856115108,0.4772727272727273,0.3045685279187817,0.375,0.7971395386695552,0.26569650040329584,0.33333333333333337,0.21338859698348228,0.3721166875769788,0.39896992798402064,0.42001163467132047,0.43531958240338253,0.3180612900834803
0.24504106819138438,0.38848920863309355,0.6590909090909091,0.28172588832487305,0.375,0.7938119779827346,0.312653648590891,0.2535211267605634,0.26719657078052517,0.2611940278458454,0.06884397748475024,0.3891797556719022,0.40991651542037344,0.4200461918198968
0.1656785818745895,0.23741007194244607,0.34090909090909094,0.1793570152284264,0.25,0.6098648707701384,0.18278067328862863,0.16275430985915496,0.1418609960737717,0.16971958662067732,0.4401470969785102,0.21748576497963928,0.263273794255853,0.23936269746623398
0.22683056936795426,0.3597122302158274,0.4772727272727273,0.24111675126903553,0.34375,0.8296788089662717,0.2626088967779951,0.22535211267605637,0.216118010873108,0.2323609097214679,0.11709778222380796,0.3193717277486911,0.42190031757934715,0.34657929642260865
0.3658907621989779,0.4676258992805755,0.5454545454545454,0.4187817258883248,0.4375,0.9331955560172678,0.43172111957646486,0.40375586854460094,0.3799244697507068,0.37483036465354236,0.05116395536674245,0.4130308318789994,0.4833250889699256,0.47634874889559
0.3884164697769891,0.460431654676259,0.5454545454545454,0.4272419289340101,0.4375,0.8622521260856126,0.4305357678224876,0.4183620469483568,0.3767428967937401,0.3960877459866696,0.14120853240629172,0.4313399592786504,0.43285010596274676,0.48848810627186534
0.2721839776140003,0.40287769784172667,0.6136363636363636,0.3629441624365482,0.40625,0.7184661514236836,0.3820946352662955,0.32759521126760566,0.33204045967427775,0.2788331160890994,0.16859497009507973,0.3621614746945899,0.3891241166296847,0.44942697092111505
0.18311822388550697,0.2949640287769784,0.43181818181818177,0.20558375634517767,0.28125,0.8064406920196778,0.22414706390518013,0.18779342723004694,0.18199580571179438,0.18758479019697366,0.15728682094812196,0.27835951134380454,0.3344215777279253,0.29889044302914647
0.29106599205834705,0.460431654676259,0.5909090909090909,0.3460236751269035,0.40625,0.8453338165303645,0.37862188107729283,0.31507566197183096,0.32568083783156426,0.2963590957838782,0.18991118215010117,0.35367851948807444,0.41777530964532844,0.4816686615820115
0.3751688583701997,0.38848920863309355,0.40909090909090906,0.3917089543147208,0.34375,0.8247010578525467,0.38235938893623383,0.39019303286384976,0.3266940456209742,0.3825192384871621,0.16979760380657005,0.37448668702734145,0.36078839927055295,0.4178346771082442
0.25761716397725715,0.381294964028777,0.6136363636363636,0.3477157360406091,0.40625,0.654471618763945,0.368926484785557,0.30881586854460097,0.31895079878994637,0.26390772120463424,0.2090521531045133,0.3429642582897033,0.37455073226527913,0.4385125215519595
0.1483501975479522,0.2949640287769784,0.4772727272727273,0.18781725888324874,0.3125,0.7418161570821473,0.2153664813818162,0.16431924882629112,0.1738057398178152,0.151967438675624,0.19503043653398144,0.24345549738219896,0.34269309234846024,0.30047040895925836
0.4698729886249747,0.525179856115108,0.5909090909090909,0.5008459898477156,0.5,0.8629864617860032,0.4950414083831898,0.4981742535211268,0.44102288454071864,0.4795341505550452,0.1319347197523626,0.5220456399069227,0.4753563004281695,0.5375415416514053
0.1487872813076243,0.2086330935251799,0.29545454545454547,0.18443315736040605,0.21875,0.6495066892322241,0.18877898265785104,0.16275430985915496,0.14792990277067603,0.1524197222589409,0.3991690883459902,0.1953798894706224,0.1929047315831599,0.2345378544970345
0.21821604978717796,0.3597122302158274,0.5454545454545454,0.24873096446700504,0.34375,0.7593097410888805,0.2848430701737851,0.21022431924882634,0.2387637091159044,0.22354138188206618,0.18692755255648974,0.30369724258289704,0.3684137943690707,0.3941704890051433
0.19668769185245277,0.2517985611510792,0.36363636363636365,0.2153130355329949,0.28125,0.6583513238323437,0.2213659640665669,0.2000521877934272,0.1753684622514899,0.19968338317417472,0.43096959810781477,0.20145126527050605,0.2643096652996509,0.29577905312361474
0.16325078026404705,0.30935251798561153,0.5,0.22081218274111675,0.28125,0.19298987607244694,0.24949936444831616,0.18779342723004694,0.20682499360662995,0.16723200859493081,0.20945922417839147,0.2850494473531123,0.26857095759179145,0.33634509980839533
0.1763871300130676,0.2302158273381295,0.3181818181818182,0.21150592893401016,0.25,0.6024167001345706,0.20352890101717108,0.1893583661971831,0.15863624672690277,0.19696968981538587,0.6164875651833643,0.22903784176847003,0.2281901216059554,0.26750137741008806
0.2076227288482156,0.32374100719424465,0.4545454545454546,0.2233502538071066,0.3125,0.7769523819890227,0.2467180654491335,0.20083464788732397,0.2021382027663647,0.2126865758824602,0.16238138256368106,0.2824639674229203,0.36430331101228786,0.3367136438180418
0.32815056629565276,0.4244604316546763,0.5,0.36379017258883245,0.375,0.8304630704023304,0.3768435070801193,0.3479395117370892,0.3230389204113789,0.3343509615586186,0.1960293549068215,0.3749565386852821,0.41874552955854,0.4533475000911126
0.2088386124243602,0.2589928057553957,0.34090909090909094,0.23434854822335022,0.28125,0.6167367585151871,0.22579093524478527,0.21283256338028173,0.1782211357144885,0.23021255557723896,0.584862182288129,0.26161492146596854,0.2576762470800123,0.29369920185879983
0.01170192031955114,0.021582733812949645,0.11363636363636365,0.011844335025380709,0.0625,0.01750400454341805,0.018545018259430654,0.0031298873239436614,0.014068588996494082,0.011985529204845385,0.6235979437157115,0.037439220477021515,0.0337607248700646,0.04584970482995729
0.25099335827386243,0.3381294964028777,0.43181818181818177,0.2918781725888325,0.34375,0.6769851482541438,0.2955672910007037,0.28169014084507044,0.2432873727723846,0.25712347152543685,0.21906806735396067,0.28650378126817916,0.33374314491895235,0.3264359300394758
0.16060046328494432,0.26618705035971224,0.40909090909090906,0.17766497461928932,0.25,0.7377496026670172,0.20042383620542942,0.15388629107981222,0.1607595452425064,0.16451831523614197,0.18546031066019775,0.23544050610820239,0.2939204230464861,0.28446491958679054
0.21170747128329898,0.32374100719424465,0.38636363636363635,0.27834180710659895,0.25,0.2508408060533234,0.2907098599644021,0.24256649765258215,0.24226875035119444,0.2168702081868934,0.3383704582911873,0.2797312565445026,0.2525977277334566,0.3560264417336322
0.4023157333345625,0.5107913669064749,0.6363636363636364,0.4619289340101523,0.46875,0.9491191317051793,0.4807608595309508,0.4366197183098592,0.43103096517798223,0.41214385186470526,0.06273107891155472,0.4712041884816754,0.49334761692175005,0.5335101026807819
0.36920862528376175,0.4244604316546763,0.4772727272727273,0.3967850964467005,0.4375,0.8376540890842237,0.3984487920119155,0.39019303286384976,0.34177658950997697,0.37641340400654927,0.193261966837732,0.3850473851076207,0.4166813976732913,0.42126529065687734
0.2582767670789784,0.38848920863309355,0.6136363636363636,0.3477157360406091,0.40625,0.7014586990592224,0.37044188023960617,0.30881586854460097,0.32041287374958133,0.2645861689676694,0.186572384243209,0.3429642582897033,0.37872589335467366,0.4356738461944136
0.41358454735665456,0.49640287769784175,0.6136363636363636,0.45769878172588824,0.4375,0.8775702990053751,0.4680338497113735,0.43714138967136146,0.4162023534231855,0.4218679224474028,0.13687501149981762,0.47380650959860376,0.43216807337873553,0.5408438049952831
0.3622589935049751,0.4388489208633094,0.5,0.39593908629441626,0.40625,0.850370809435596,0.3971571491279794,0.38028169014084506,0.34430410314046667,0.3710990484968767,0.16879742682175225,0.4301919720767888,0.40968225731170343,0.4547212122993177
0.26523037234648933,0.3597122302158274,0.5,0.30541453807106594,0.375,0.7070928639492489,0.31775168291330563,0.28690664788732395,0.2651455281628274,0.2699004797012225,0.33957746717764703,0.2892627196044212,0.3780213402268251,0.40222660511508157
0.2057392991663899,0.302158273381295,0.5,0.27072759390862944,0.34375,0.5809604469401797,0.2845463772099279,0.23787166197183102,0.23642302101166185,0.21076437370628054,0.28109827919573727,0.25966144851657935,0.31451268243365,0.33421449343836973
0.29636265252782823,0.48201438848920863,0.5909090909090909,0.35871403045685274,0.40625,0.8592410871997231,0.39205019587571893,0.3291601690140845,0.338500231475094,0.3017865150659065,0.16886119649528109,0.35920498836532866,0.4235898924224924,0.4943476281270792
0.3553053882374641,0.381294964028777,0.4545454545454546,0.35363788832487303,0.40625,0.7797541137509627,0.34535829060033035,0.3573291830985916,0.28973462315843584,0.36216645688511934,0.2170743660476353,0.3734127137870855,0.37034522749889315,0.3827675370918521
0.121306633290421,0.2302158273381295,0.34090909090909094,0.16159051776649747,0.25,0.5933399484799702,0.17564310484850604,0.1382368262910798,0.1370404231980676,0.14054726089700748,0.3772366358932042,0.18571664921465963,0.2689286516201182,0.2606697721809196
0.1815765062869929,0.32374100719424465,0.5227272727272727,0.21489001015228426,0.3125,0.7946622681650684,0.24413895339406283,0.18153365258215964,0.20188738010676457,0.18600181190231158,0.15221719183649873,0.29049332751599766,0.31686550874143293,0.3524496643215518
0.21589553237219145,0.2589928057553957,0.34090909090909094,0.23604060913705582,0.3125,0.6469536097235293,0.22877660329518784,0.2347417840375587,0.1795317087793979,0.22116687984034433,0.3772118831909792,0.2353112274578243,0.2975924006400342,0.24071698430166558
0.2702051762558142,0.3956834532374101,0.5681818181818182,0.29441624365482233,0.34375,0.794814238326798,0.3134704666999762,0.27699530516431925,0.2650500299787349,0.2869742287299165,0.11082462039213925,0.3810354857475276,0.38705615198991106,0.39445664145413706
0.22980274290721336,0.30935251798561153,0.40909090909090906,0.266497461928934,0.3125,0.6688837012081579,0.2722217193658378,0.2535211267605634,0.22136224344489958,0.23541382696177432,0.25509943124523415,0.2597440372309482,0.29795403527095715,0.3016586072402372
0.27417469149138185,0.3525179856115108,0.4545454545454546,0.3045685279187817,0.375,0.680043359677069,0.3104640513137381,0.29577464788732394,0.25734147659237516,0.28086839424930365,0.17720399588925329,0.3089005235602094,0.36013781546059453,0.3388921022186152
0.13443901352420595,0.23741007194244607,0.38636363636363635,0.17766497461928932,0.25,0.550655349312877,0.19009187510862374,0.14449661971830985,0.15166373500149277,0.13772049155419402,0.5818584149028769,0.19879129144851654,0.20933898256356318,0.2665038527517485
0.247353642602411,0.41007194244604317,0.5454545454545454,0.34517766497461927,0.34375,0.8266521312718706,0.37197433422937987,0.3051643192488263,0.3213617858960762,0.2594979735671587,0.15582491316925862,0.33391506689936007,0.3128056344746596,0.42822046583893225
0.296032852963712,0.3525179856115108,0.4545454545454546,0.3079526091370558,0.375,0.7392788924586209,0.3113417129767667,0.30099115492957745,0.2560855390692723,0.3014472911843889,0.3024789801311316,0.3158210907504363,0.3733313262728959,0.3454248570495315
0.3238433045185202,0.37410071942446044,0.43181818181818177,0.3231810355329949,0.34375,0.7886317387137665,0.316957824554207,0.3291601690140845,0.2625935782079024,0.32994120578003044,0.2244052414116664,0.3260461751018034,0.37316121737215613,0.3665724074357165
0.1420561914086737,0.20143884892086333,0.3181818181818182,0.15989847715736039,0.21875,0.5064004825140673,0.17280722286458244,0.1408450704225352,0.1343387955735191,0.13738126767267644,0.3278282044995138,0.18091913903432227,0.20557416886651844,0.21276876917598395
0.24690464235005471,0.23741007194244607,0.29545454545454547,0.21742810152284264,0.28125,0.7390020519333296,0.18910634634939155,0.24152321126760568,0.1462660519308893,0.2517337537360482,0.34550738754287,0.24513338568935422,0.28309570316748567,0.23640541409850177
0.08576377665162928,0.17985611510791366,0.2727272727272727,0.12436548223350252,0.15625,0.06956745488715971,0.13921529021154289,0.1022430985915493,0.10620943521428647,0.08785617662918908,0.42212269464988617,0.1370305700988947,0.15249259158856637,0.1994002171120404
0.0964683592483606,0.15827338129496404,0.2727272727272727,0.13113366497461926,0.1875,0.5797294470120511,0.13373940066367407,0.11111111737089203,0.10319519345077183,0.10492989309343255,0.4803744934011871,0.14186040139616057,0.17386659912577057,0.18799504792224273
0.17086398465979047,0.30935251798561153,0.40909090909090906,0.23857868020304568,0.28125,0.7360172004483871,0.26117335605310926,0.2018779342723005,0.21253786960713927,0.175033929918681,0.36781047125608946,0.23094822571262358,0.26912944951907686,0.3233995113998024
0.24470332562330827,0.30935251798561153,0.43181818181818177,0.28172588832487305,0.28125,0.6708806506000453,0.28594260537025046,0.26291079812206575,0.23624904798045188,0.2506784131633064,0.25652531874797835,0.2987201861547411,0.2559161969791023,0.3322587059187967
0.25298804563996835,0.3956834532374101,0.5909090909090909,0.2766497461928934,0.375,0.8621868656738398,0.30767700696508676,0.2535211267605634,0.26046001428013354,0.2591587496856411,0.05817963833125539,0.3624200116346713,0.45122262390747486,0.4007157625995511
0.1963658313188077,0.3381294964028777,0.4545454545454546,0.2233502538071066,0.3125,0.7875427686197463,0.24835909658583633,0.2018779342723005,0.20311913006340065,0.20115332211981907,0.14845909633937504,0.2888307155322862,0.3772318481013495,0.3289370515362603
0.13874627530133848,0.26618705035971224,0.38636363636363635,0.1700507614213198,0.21875,0.749855321012556,0.198846311312891,0.1408450704225352,0.15909668114266123,0.14213025547389485,0.19333364778654816,0.21844095404304825,0.26291383165026494,0.2697180525539373
0.2523125605038161,0.2949640287769784,0.2727272727272727,0.29441624365482233,0.28125,0.7969671276086758,0.2863213871253101,0.2863849765258216,0.23267067289605925,0.2584803344870566,0.2778271466661135,0.26003490401396157,0.2786542969920138,0.2907375578374475
0.1658971237544255,0.2733812949640288,0.40909090909090906,0.20050761421319796,0.25,0.7641546023476782,0.2183323329555662,0.17840375586854462,0.1759171228267295,0.1699457345181703,0.24108556601608622,0.24141942990110526,0.29484568725174604,0.28447434385924475
0.3218605336450986,0.36690647482014394,0.4545454545454546,0.32571910659898473,0.375,0.7369776986108671,0.32426061833451253,0.32446533333333333,0.2686016801653824,0.3279059276198262,0.2680924422927906,0.34170823443862713,0.3813389833285932,0.3618641883185215
0.21424256106288597,0.2589928057553957,0.34090909090909094,0.20304568527918782,0.25,0.7861298815052122,0.19497929712892637,0.2018779342723005,0.1524371318173732,0.21947082556165765,0.4062367939389082,0.27050610820244325,0.28069303618719943,0.2523505419604035
0.3267081898887348,0.36690647482014394,0.4772727272727273,0.3316412994923858,0.40625,0.8068885029786568,0.31497514211989996,0.3401147605633803,0.2598470746458434,0.3334840958846244,0.3312783595994666,0.3515906195462478,0.39965216962489836,0.3701244914724241
0.26026351144112436,0.38848920863309355,0.43181818181818177,0.33502538071065985,0.3125,0.7787863644316189,0.35074202075951066,0.3051643192488263,0.29468430141977164,0.2666214471278737,0.2670798589899086,0.3074461896451425,0.297476691066801,0.3960457498369837
0.17682819123495275,0.28057553956834536,0.38636363636363635,0.2233502538071066,0.25,0.6465087760607457,0.23572338023942863,0.19248826291079812,0.1891644216356752,0.1811397643992938,0.46608157591644783,0.25421756835369397,0.23445950004441982,0.2997180065985351
0.16656069637138227,0.30935251798561153,0.43181818181818177,0.20558375634517767,0.28125,0.7909075134950752,0.23512272495093228,0.17840375586854462,0.19132458608220493,0.17062414971675482,0.15299980875091324,0.25770796974985455,0.3217738981015681,0.30537559972513695
0.027150848453087073,0.04316546762589929,0.09090909090909091,0.0431472081218274,0.03125,0.5038142045520939,0.042938408286388965,0.03755868544600939,0.03008574227799833,0.027815462762050103,0.7082701391251685,0.040721349621873196,0.014981887934974021,0.05755454961561715
0.330467110221915,0.41007194244604317,0.5454545454545454,0.3333333197969543,0.40625,0.806644108579111,0.3409222183851582,0.3291601690140845,0.2878819401447896,0.3367254798825658,0.1917093191286785,0.35833238801628853,0.4144137761809774,0.41581301207415267
0.23774972035579728,0.30935251798561153,0.40909090909090906,0.2715736040609137,0.3125,0.6669894205141149,0.2722217193658378,0.26291079812206575,0.22136224344489958,0.24355493960259145,0.25509943124523415,0.27370564281559046,0.29795403527095715,0.3016586072402372
0.281458096323009,0.38848920863309355,0.6136363636363636,0.35532994923857864,0.40625,0.8757628721240078,0.3713799698171292,0.3229003755868545,0.32150311358989175,0.2883310591270857,0.18282519671655706,0.3639066753926702,0.3883913923412762,0.4390997675368158
0.24701986954957045,0.32374100719424465,0.5227272727272727,0.27749575634517765,0.375,0.7984373356784611,0.28579660768416726,0.2634324694835681,0.23590503229393356,0.2512437849423169,0.33731855834748314,0.277628048283886,0.35486601439603227,0.3567531478828515
