ssO_Key,aasC_Cnt,Ring Count 4 (RNGCNT4),ALOGP4 (ALOGP4),Class,ssssC_Avg,Total structure connectivity (TSC),Mean Square Distance Balaban (MSDB),Ring Count 3 (RNGCNT3),Ring bridge count (RNGBDGE),Molecule cyclized degree (MCD),tsc_combined,Maximal electrotopological positive variation (MEPV),topo_combined,zagreb_combined,connectivity_combined
1.0,0.5,0.0,0.1990671965400137,1.0,0.5910073579660076,0.3411833053404721,0.2773347896472813,0.0,0.6585365853658536,0.5686977344360369,0.9297624015022673,0.8070107598965605,0.604777282928252,0.6072712972008371,0.5228026023027288
0.0,0.5,0.0,0.4445696256917803,1.0,0.6960153540644022,0.22740925467311573,0.1829708361025293,0.5,0.5853658536585366,0.5311652906032323,0.0,0.8613742277940064,0.6156219309575865,0.6159348752878073,0.687475626573119
0.0,0.4,0.0,0.04963681439249395,1.0,0.6960153540644022,0.20787052190420635,0.2547416258401909,0.0,0.5121951219512195,0.5788113861230737,0.0,0.8449899894121372,0.6417537174349937,0.6269063531053473,0.7398554911667394
1.0,0.6000000000000001,1.0,0.6652853021156673,1.0,0.927150624532771,0.22393021843151378,0.19823270500826284,0.0,0.3902439024390244,0.5703703714458161,0.0,0.7217205155529061,0.6599980934296141,0.658837242943275,0.7178867066727869
1.0,0.7000000000000001,0.0,0.26724522580575105,1.0,0.9746849891309882,0.2002504338588706,0.15582491316925862,0.5,0.2682926829268293,0.7654320675262923,0.0,0.8709677253968261,0.5432959207083238,0.629762826726794,0.751587893832511
1.0,0.5,1.0,0.1990671965400137,1.0,0.9068372253682477,0.2427241375093297,0.22416250910171254,0.0,0.2682926829268293,0.8353909582380734,0.0,0.714116490086651,0.46330192234767165,0.48823076288052836,0.6573412487241983
1.0,0.7000000000000001,0.0,0.9075184627391281,1.0,0.6960153540644022,0.1977190500981884,0.16879742682175225,0.0,0.5365853658536586,0.4839506128541382,0.17696415369115992,0.8959579267018114,0.7115559141312635,0.8113407846070804,0.7981004774338801
1.0,0.5,0.0,0.3664245378206279,1.0,0.3333034942973649,0.3490939073028209,0.30777641801068945,0.0,0.6341463414634146,0.6021505057427325,0.1471618628048705,0.8454923663746341,0.5909504021089121,0.6791344769057237,0.5237058832949817
1.0,0.7000000000000001,0.0,0.1990671965400137,1.0,0.6960153540644022,0.22393021843151378,0.2191275817203271,0.0,0.4878048780487805,0.5817524749640337,0.0,0.8712585974081118,0.6539628837399413,0.6061449378593939,0.7589597382779584
1.0,0.6000000000000001,0.0,0.5337818867627941,1.0,0.3417204945094915,0.31578157092472586,0.1871527242326616,0.0,0.5365853658536586,0.7453703582235942,0.0,0.8572886287635649,0.6794257339111317,0.7054660236678199,0.5850007672200666
0.0,0.6000000000000001,0.0,0.3843514816306184,1.0,0.6182795072813622,0.3548499105643504,0.16267020404557453,0.0,0.5365853658536586,0.8518518675994511,0.0,0.8049748076032671,0.5728244534853372,0.5260823613510414,0.5313666647081738
1.0,0.4,0.0,0.4115288607768906,1.0,0.6960153540644022,0.20655724234421197,0.21477128593045003,0.0,0.3902439024390244,0.6576332203941253,0.0,0.8897376809378813,0.5565215978704606,0.6522543562527509,0.7502763202991015
1.0,0.5,0.0,0.3469101663993178,1.0,0.42833386084638486,0.3870664002199971,0.36085795862606784,0.0,0.6341463414634146,0.6666666424691362,0.14842333969670987,0.831786639782202,0.600289858346678,0.5738082898573401,0.4726201674197222
1.0,0.5,0.0,0.1990671965400137,1.0,0.7538599327936049,0.3936721465283773,0.18525054199727453,0.0,0.5121951219512195,0.7977207958889945,0.0,0.773584140304016,0.5910033025937869,0.41950326445032793,0.5141229303500424
1.0,0.7000000000000001,0.0,0.1990671965400137,1.0,0.6960153540644022,0.1989811581237731,0.16886119649528109,0.0,0.3414634146341463,0.6270456268185158,0.0,0.9053037268946607,0.7357113659187013,0.6774595436734036,0.8676504797995326
0.0,0.2,0.0,0.060438957652220716,1.0,0.8709945651295865,0.22050312961040291,0.3476857452064712,0.0,0.4390243902439024,0.744539411570469,0.0,0.9384677909429542,0.5673226277500658,0.5321166741506882,0.7092857414869561
1.0,0.8,0.0,0.3830008113001322,1.0,0.7809785777936862,0.21575847538237242,0.04286988223647192,0.0,0.0,0.8814814878573387,0.18372752215055377,0.882017455079804,0.5869257188347669,0.6604829646159058,0.7422867956054116
1.0,0.6000000000000001,0.0,0.1990671965400137,1.0,0.7688007717454329,0.2756892463925639,0.3024789801311316,0.0,0.6341463414634146,0.49122807199480184,0.0,0.7754686779212889,0.6484198629520652,0.6131920058334225,0.6062698107588911
0.0,0.2,0.0,0.04963681439249395,1.0,0.6960153540644022,0.3087941256113013,0.34571026380686853,0.0,0.5121951219512195,0.6518518634513031,0.0,0.7659755444014498,0.47233656305337474,0.3927789058679308,0.4880696126585691
1.0,0.5,0.0,0.7652440851109801,1.0,0.6277326545860868,0.3936721465283773,0.4062367939389082,0.0,0.6341463414634146,0.6913580376223135,0.15041782594474254,0.828273137949351,0.48752121037670537,0.5101737185156082,0.4429111344968998
0.0,0.6000000000000001,0.0,0.3843514816306184,1.0,0.6648672905037762,0.3281777181109066,0.12525202955676407,0.0,0.5365853658536586,0.7950616981545502,0.0,0.8532249712004326,0.5655088741117519,0.4997508145889453,0.5682473908946695
0.0,0.4,0.0,0.04963681439249395,1.0,0.9999999999999999,0.25584126759982123,0.2608195230136301,0.0,0.6585365853658536,0.4520417822630229,0.0,0.8575488569269639,0.5196731300286727,0.5178537529878864,0.5884043395092912
1.0,0.5,1.0,0.1990671965400137,1.0,0.9080908230496856,0.23387438086599904,0.2201494547782814,0.0,0.24390243902439024,0.8408408159270387,0.0,0.7255680808634375,0.46429605557871406,0.4970079451345603,0.6715809941596379
1.0,1.0,0.0,0.1990671965400137,1.0,0.6960153540644022,0.11787693626528134,0.0772225574192269,0.0,0.5121951219512195,0.401433670495155,0.0,0.9164588801842107,1.0,1.0,1.0
0.0,0.0,0.0,0.04963681439249395,1.0,0.6960153540644022,0.2549402421776921,0.21659021997360872,0.0,0.9024390243902439,0.11522633441853382,0.0,0.8374110591828967,0.8028276338981739,0.7422204743565786,0.6436412932714312
0.0,0.6000000000000001,0.0,0.04963681439249395,1.0,0.20322353433676316,0.22393021843151378,0.26070504925757776,0.0,0.5365853658536586,0.5817524749640337,0.0,0.8430284121156417,0.5578045137275409,0.7175346492671136,0.677565079967009
1.0,0.6000000000000001,0.0,0.5337818867627941,1.0,0.6581004188282645,0.3411833053404721,0.16799934696018526,0.0,0.5365853658536586,0.8224776488188829,0.0,0.8309654791032719,0.5841182306117161,0.4860364673170204,0.5469630783679938
1.0,0.5,0.0,0.3664245378206279,1.0,0.31011194998257813,0.3548499105643504,0.30454586073386536,0.0,0.6341463414634146,0.6021505057427325,0.1470638387103938,0.9025458480451489,0.6762197614822795,0.6890088069415098,0.5354688724299589
1.0,0.6000000000000001,0.0,0.5142675153414841,1.0,0.5970450962961931,0.28181120925577413,0.09451564625499698,0.0,0.36585365853658536,0.8484848261728399,0.0,0.9277414997381139,0.7101479223953185,0.657191521270644,0.682660090275114
0.0,0.30000000000000004,0.0,0.21699414801155617,1.0,0.9741221493556488,0.3357083575751551,0.33930614639563195,0.0,0.6585365853658536,0.48611110318930056,0.0,0.5913524457691506,0.47345077527592566,0.4070418270307326,0.4752582039319038
0.0,0.5,0.0,0.21699414801155617,1.0,0.6960153540644022,0.3389281739716897,0.584862182288129,0.0,0.6097560975609756,0.5017920881189438,0.16430254407791,0.6430529852098218,0.4475445403568706,0.4994392794763163,0.5154839204447849
0.0,0.5,0.0,0.37639158876449086,1.0,0.9501247208170805,0.31080459423577983,0.25509943124523415,0.0,0.6341463414634146,0.5490196251270877,0.0,0.7047415639029919,0.5175009465323703,0.4898764845531594,0.5294538102656132
0.0,0.4,0.0,0.3843514816306184,1.0,0.8157467231756095,0.40324864980119407,0.1875080124137498,0.0,0.5121951219512195,0.8296296264801098,0.0,0.7732233119465357,0.5416793529024316,0.39881321866757763,0.4801187846169518
1.0,0.2,0.0,0.34849757868753345,1.0,0.8132779058103241,0.08478295639863836,0.06402649030596086,0.0,0.6585365853658536,0.24485595156531043,0.0,0.9719630851357162,1.0,1.0,1.0
0.0,0.6000000000000001,0.0,0.04963681439249395,1.0,0.537780626315566,0.2972712936300603,0.31441481705145935,0.0,0.6341463414634146,0.5045044999265934,0.0,0.8282462718790792,0.7394574884824796,0.6190575334183241,0.632679853387683
1.0,0.5,0.0,0.745729729012774,1.0,0.35104573903363295,0.3717560249124459,0.31835295399527497,0.0,0.6341463414634146,0.6436781243252454,0.14655243941084098,0.8370569768568721,0.6297080357399708,0.6176942011275001,0.5084620071907683
1.0,0.5,0.0,0.3664245378206279,1.0,0.7360921057103663,0.40324864980119407,0.4518337287272849,0.0,0.6341463414634146,0.7179487245963913,0.15238674606335623,0.8181060084267847,0.4103568617317121,0.45751062499141637,0.40583511669496103
0.0,0.0,0.0,0.04963681439249395,1.0,0.6960153540644022,0.3389281739716897,0.3255061253348581,0.0,1.0,0.0,0.0,0.8122925314945477,0.5377921329608117,0.4303257495991058,0.4497954428435771
1.0,0.5,0.0,0.3664245378206279,1.0,0.5300159957784969,0.3780096667277401,0.363384712071833,0.0,0.6341463414634146,0.6666666424691362,0.14854692565887365,0.8226033683521959,0.4880715355983685,0.5562539253492761,0.4637018153560539
0.0,0.30000000000000004,0.0,0.04963681439249395,1.0,0.8996738100457459,0.23240330085585054,0.2919487730541004,0.0,0.5365853658536586,0.5444444148312763,0.0,0.8721532560997505,0.6628940787311031,0.5469281692043673,0.6989923006505836
0.0,0.4,0.0,0.21699414801155617,1.0,0.927150624532771,0.286248021444309,0.3536663097203143,0.0,0.5365853658536586,0.6222222328230451,0.0,0.7301587889991156,0.6015616907557849,0.5153770680425717,0.6385406884941123
1.0,0.6000000000000001,0.0,0.8291979866189031,1.0,0.6960153540644022,0.06477762051921637,0.06453604835515292,0.0,0.41463414634146334,0.41197361699005963,0.0,0.9637248821174009,1.0,1.0,1.0
0.0,0.5,0.0,0.3843514816306184,1.0,0.9250783508144758,0.2714358019479101,0.25652531874797835,0.0,0.5365853658536586,0.6814814940795609,0.0,0.7067548663956732,0.4444876004086097,0.5655796814941852,0.583161340735528
0.0,0.4,0.0,0.7190661488687428,1.0,0.6479820972435932,0.3717560249124459,0.19333364778654816,0.0,0.5365853658536586,0.917378876901974,0.0,0.7879719075416854,0.4566414299834339,0.42733906099318164,0.47339358862840697
0.0,0.4,0.0,0.6104802284410031,1.0,0.6518835989525602,0.3870664002199971,0.20902134707801534,0.0,0.5609756097560976,0.9125925777207137,0.0,0.7749852910373395,0.439737647122137,0.38534269054719184,0.46891296320866843
0.0,0.6000000000000001,0.0,0.0,1.0,0.8495682782274604,0.20525161080416204,0.10637338929881346,0.0,0.5365853658536586,0.5185185100685873,0.0,0.901627932410067,0.9409447847892185,0.7969642592772168,0.8366117879820733
0.0,0.0,0.0,0.04963681439249395,1.0,0.6960153540644022,0.13361268188016712,0.11825606484656581,0.0,0.7560975609756098,0.2007168352475775,0.0,0.9463127340575668,1.0,1.0,0.9924730799456717
0.0,0.5,0.0,0.6675807490731904,1.0,0.6960153540644022,0.3281777181109066,0.49453525662828524,0.0,0.5121951219512195,0.7867177294016371,0.0,0.6494720365207473,0.34783847397948164,0.38784174085003764,0.48611630894405566
0.0,0.5,0.0,0.21699414801155617,1.0,0.20194435302917357,0.19165561121368208,0.19062697276189855,0.0,0.4390243902439024,0.6599326425788755,0.0,0.8825480641839423,0.6557599260530649,0.8053064718074335,0.78455367726794
1.0,0.5,0.0,0.3664245378206279,1.0,0.5300159957784969,0.3780096667277401,0.3626632277391846,0.0,0.6341463414634146,0.6666666424691362,0.14854692565887365,0.833543475024021,0.5094347509861845,0.5540596297857682,0.47761067293429044
1.0,0.4,0.0,0.17955283737718683,1.0,0.5884362035377524,0.2991930526125766,0.17877953834951743,0.0,0.4878048780487805,0.6599326425788755,0.9520427228731595,0.7771945488787266,0.6338462845812678,0.6626772601794139,0.6066097670305937
1.0,0.6000000000000001,0.0,0.5127667092374165,1.0,0.6960153540644022,0.2191146260474786,0.2670798589899086,0.0,0.2195121951219512,0.7588075891157282,0.0,0.8205359458221624,0.516671872083864,0.5798426026569872,0.6951166857430328
0.0,0.4,0.0,0.3985250464241785,1.0,0.8945442930023115,0.3870664002199971,0.3388728242719363,0.5,0.6097560975609756,0.8296296264801098,0.9472845013840422,0.10050067325225268,0.34565485401709184,0.3582187507426798,0.4280613400095846
0.0,0.4,0.0,0.7190661488687428,1.0,0.6457691123022818,0.3631736533915146,0.191278694030649,0.0,0.5609756097560976,0.8449931225260381,0.0,0.7995436282736175,0.5014935904936387,0.46738495502720245,0.4948704291580815
1.0,0.5,0.0,0.1990671965400137,1.0,0.7502398509723076,0.3780096667277401,0.19503043653398144,0.0,0.5121951219512195,0.7681755489630652,0.17121507315235032,0.7776951550079663,0.5952058997930936,0.4646420855728175,0.5273683530894674
1.0,0.4,0.0,0.3772266826126651,1.0,0.6960153540644022,0.1959111616348423,0.21945949567897527,0.0,0.4878048780487805,0.4949494793415641,0.0,0.9076942674663379,0.5961095235022975,0.6654201296337988,0.7600129927366186
0.0,0.5,0.0,0.21699414801155617,1.0,0.8792197009373879,0.38440555432460627,0.4003641104517115,0.5,0.5365853658536586,0.7578347343167674,0.0,0.8482064297498422,0.4832672484413955,0.412371803868927,0.45833321853714076
0.0,0.5,0.0,0.7075140300715855,1.0,0.6960153540644022,0.2503309985443269,0.17802083506267619,0.5,0.5853658536585366,0.5730993862161582,0.0,0.8467409556065897,0.5726567854906841,0.5709518162358935,0.6366885723588536
1.0,0.5,0.0,0.1990671965400137,1.0,0.8454876770644364,0.3087941256113013,0.2788201915163919,0.0,0.5121951219512195,0.6913580376223135,0.0,0.8091836903585592,0.7457823501353155,0.5038148090589906,0.6694244408517578
1.0,0.9,0.0,0.5299162966553314,1.0,0.6960153540644022,0.2655632679863604,0.3064212525143022,0.0,0.41463414634146334,0.9113355644078649,0.0,0.15388611837434757,0.3727591873882968,0.5528067199334386,0.6031778561723612
1.0,0.4,0.0,0.34849757868753345,0.0,0.6960153540644022,0.1898967144143267,0.16926155497194584,0.0,0.6341463414634146,0.39716313130548975,0.0,0.9046237775191744,0.6392028289535976,0.6761936106769045,0.7808739571057022
0.0,0.7000000000000001,0.0,0.04963681439249395,0.0,0.6960153540644022,0.20209430865760664,0.17391764014809175,0.0,0.5121951219512195,0.5656565715226337,0.0,0.8764436140499475,0.6212942446298286,0.7005288586499266,0.7668297778235942
1.0,0.0,0.0,0.1990671965400137,0.0,0.6960153540644022,0.06700600229167203,0.07809171889057298,0.0,0.41463414634146334,0.4176954791190367,0.0,0.9822325856856206,1.0,1.0,1.0
0.0,0.6000000000000001,0.0,0.030122465955839926,0.0,0.756686923483378,0.2427241375093297,0.26671923669139197,0.0,0.3902439024390244,0.6913580376223135,0.09981750369218335,0.9516783756916253,0.8343013180983928,0.6316747329084952,0.7931783635360179
0.0,0.4,0.0,0.04963681439249395,0.0,0.929849684299972,0.2427241375093297,0.1282182183844014,0.0,0.2682926829268293,0.9760348418720249,0.0,0.9956593301472072,0.5130446277697088,0.4761621372812345,0.7092651802414066
1.0,0.5,0.0,0.20986933367049881,0.0,0.6960153540644022,0.2542274984446256,0.33957746717764703,0.0,0.5365853658536586,0.6276803142155801,0.0,0.7449990631617465,0.6565657055086234,0.5455486320408066,0.7059649668765562
1.0,0.0,0.0,0.1990671965400137,0.0,0.8141349534488652,0.2449451298905348,0.2981239429532323,0.0,0.6585365853658536,0.34567901362597164,0.0,0.7821909802112215,0.7047175804267116,0.6309819005415344,0.6622043806848026
1.0,0.30000000000000004,0.0,0.1990671965400137,0.0,0.8409977634666099,0.3548499105643504,0.06225820041142227,0.0,0.41463414634146334,0.8065843616704772,0.0,0.8781398193340593,0.6406341517647839,0.4108818442668717,0.6037350060534459
0.0,0.5,0.0,0.49667061586984523,0.0,0.9621106496691954,0.2756892463925639,0.1437323490907758,0.0,0.3414634146341463,0.8170594933516232,0.0,0.7208814947556975,0.5055752093457648,0.5292180426257277,0.6344315336576518
0.0,0.4,0.0,0.04963681439249395,0.0,0.6960153540644022,0.25584126759982123,0.25187330907728334,0.0,0.5365853658536586,0.6625514410547173,0.0,0.8406195392034841,0.3933564711407631,0.4931679278984215,0.5856976261092848
1.0,0.5,0.0,0.49634057153149364,0.0,0.4345890702323112,0.3717560249124459,0.3865664867470855,0.0,0.6341463414634146,0.6436781243252454,0.0,0.8391581632743408,0.6026913433182405,0.5792940287661101,0.48880577714895007
1.0,0.0,0.0,0.1990671965400137,0.0,0.6960153540644022,0.09086852650993987,0.06726250156802083,0.0,0.6585365853658536,0.2518518447846366,0.0,0.9660615387628265,1.0,1.0,1.0
0.0,0.0,0.0,0.04963681439249395,0.0,0.6960153540644022,0.31578157092472586,0.3342118844495914,0.0,0.5365853658536586,0.5795206883337369,0.0,0.7457254926939618,0.4480105158625672,0.38723221491414533,0.5286700176543144
1.0,0.5,0.0,0.1990671965400137,0.0,0.6960153540644022,0.24649712373487626,0.3351116721457241,0.0,0.6341463414634146,0.4786324692371005,0.0,0.8141929897460556,0.464051685993534,0.5540596297857682,0.6112682380429006
0.0,0.4,0.0,0.04963681439249395,0.0,0.6250847531169202,0.16994240228148932,0.21133060038728102,0.0,0.6585365853658536,0.3390313263268969,0.0,0.8592319411798945,0.8600955129928621,0.963844326270886,0.8271851186075535
0.0,0.9,0.0,0.5517088305727846,0.0,0.4180236850908386,0.2756892463925639,0.03436376295493804,0.0,0.41463414634146334,0.8235293806535954,0.0,0.8920210945300442,0.7400272447097035,0.7493519349379797,0.691322825451372
1.0,0.4,0.0,0.1990671965400137,0.0,0.8344227715455993,0.40324864980119407,0.4930075414231676,0.0,0.6341463414634146,0.7179487245963913,0.0,0.6023252032332201,0.3791068499287945,0.3648016374332039,0.4032070998458463
